ID,Team/team_id,First Name,Last Name,Num,Age,DOB,player/birth_city,player/sp,player/country,HT,Wt,S,Draft,Round,Overall,Rk,player/pos_id,GP,G,A,A1,PTS,+/-,Sh,Misses,Blocked,Sh%,TOI,TOI/G,TOI/Sh,Shifts,Sh/G,Passes,Pa/60,FOW,FOL,FO%,HitsReceived,HitsRecieved/60,HitsGiven,HitsGiven/60,BlockedShots,Blocks/60,GiveAways,Giveaways/60,TakeAways,Takeaways/60,PIM,Minor,Major,Misconducts,Game Misconducts,Match,Grit,ShootOutShotsTaken,ShootoutGoals,SO%,1G,OTG,GWG,ENG,BHG,DeflG,SlapG,SnapG,TipG,WrapG,WristG,PenaltyShotGoals,PenaltyShotsTaken,PenaltyShot%,ShotDist,Crossbar,Post,OverNet,WideOfNet,Backhand,Deflected,Slap,Snap,Tipped,Wraparound,Wrist,1st Star,2nd Star,3rd Star,injury/Injury1,injury/Injury2,injury/Injury3,injury/Injury4,salary_Days,Salary,Cap Hit,Cap Cost,Bonuses
213,WPG,Toby,Enstrom,39,31,11/5/84,Nordingra,,SWE,70,180,L,2003,8,239,,D,72,2,14,5,16,8,50,26,44,0.04,90091,20.9,47.3,1904,26.4,68,2.7,0,0,0,124,5,25,1,96,3.8,40,1.6,9,0.4,44,21,0,0,0,0,165,,, ,1,0,0,0,0,0,0,0,0,0,2,0,0,0,51.9,0,0,0,26,1,0,16,7,2,0,24,0,1,0,Knee,,,,186,5.75,5.75,5.75,0
214,DET,Jonathan,Ericsson,52,31,3/2/84,Karlskrona,,SWE,76,220,L,2002,9,291,,D,71,3,12,6,15,2,68,42,44,0.04,78957,18.5,40.3,1957,27.6,71,3.2,0,0,0,60,2.7,121,5.5,48,2.2,61,2.8,14,0.6,56,23,0,1,0,0,225,,, ,0,0,0,0,0,0,1,0,0,0,2,0,0,0,55.4,0,1,4,37,3,0,34,7,0,0,24,0,0,1,Lower body,Upper body,,,186,4.25,4.25,4.25,0
215,BOS,Loui,Eriksson,21,30,7/17/85,Goteborg,,SWE,74,183,L,2003,2,33,,RW,82,30,33,18,63,13,184,51,33,0.16,95850,19.5,49.5,1936,23.6,144,5.4,12,9,0.571,100,3.8,22,0.8,34,1.3,27,1,48,1.8,12,6,0,0,0,0,68,1,0,0,4,1,5,0,2,0,0,5,8,0,15,0,0,0,27.3,0,3,5,43,16,1,10,29,25,1,102,1,3,1,,,,,186,4.5,4.25,4.25,0
217,COL,Dennis,Everberg,45,24,12/31/91,Vasteras,,SWE,76,205,L,,,,,RW,15,0,0,0,0,-5,9,3,4,0.00,8049,8.9,38.3,210,14,0,0,0,0,0,9,4,11,4.9,12,5.4,3,1.3,0,0,0,0,0,0,0,0,23,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9,0,0,0,3,1,0,1,1,0,1,5,0,0,0,,,,,36,0.625,0.613,0.119,0
219,DAL,Radek,Faksa,12,22,1/9/94,Vitkov,,CZE,75,210,L,2012,1,13,Y,C,45,5,7,2,12,9,67,33,16,0.08,33355,12.4,40,834,18.5,25,2.7,197,204,0.491,52,5.6,48,5.2,33,3.6,9,1,20,2.2,16,8,0,0,0,0,97,,, ,0,0,1,0,0,0,0,1,0,0,4,0,0,0,25,0,3,1,29,4,2,6,7,6,0,42,0,0,0,,,,,106,0.925,0.894,0.763,0.575
223,NYR,Jesper,Fast,19,24,12/2/91,Nassjo,,SWE,72,188,R,2010,6,157,,RW,79,10,20,10,30,9,75,36,29,0.13,70807,14.9,40.8,1737,22,82,4.2,1,5,0.167,116,5.9,109,5.5,55,2.8,18,0.9,35,1.8,18,9,0,0,0,0,182,,, ,3,0,3,3,1,0,2,1,3,0,3,0,1,1,26.4,0,1,4,31,6,5,4,10,12,1,37,1,0,0,Flu,,,,186,0.9,0.95,0.95,0
231,NSH,Kevin,Fiala,56,19,7/22/96,St. Gallen,,CHE,70,193,L,2014,1,11,Y,LW,5,1,0,0,1,0,11,5,3,0.09,3946,13.2,45.9,86,17.2,0,0,0,0,0,2,1.8,2,1.8,2,1.8,3,2.7,0,0,0,0,0,0,0,0,4,,, ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,28.3,0,0,0,5,0,0,1,2,0,0,8,0,0,0,,,,,15,0.925,0.894,0.112,0.5
233,TBL,Valtteri,Filppula,51,31,3/20/84,Vantaa,,FIN,72,196,L,2002,3,95,,C,76,8,23,12,31,-6,101,27,35,0.08,83251,18.3,49.1,1697,22.3,165,7.1,632,584,0.52,100,4.3,30,1.3,25,1.1,37,1.6,30,1.3,46,23,0,0,0,0,101,4,2,0.5,1,0,2,1,0,0,1,0,0,0,7,0,1,1,30.3,0,1,8,18,14,2,8,3,2,0,72,0,2,1,Upper body,,,,186,6,5,5,0
235,CHI,Tomas,Fleischmann,12,31,5/16/84,Koprivnice,,CZE,73,192,L,2002,2,63,,LW,76,14,11,8,25,-8,123,38,52,0.11,69374,15.2,40.9,1696,22.3,109,5.7,24,19,0.558,80,4.2,40,2.1,19,1,16,0.8,38,2,32,16,0,0,0,0,91,,, ,2,0,3,0,1,0,2,2,0,0,9,0,0,0,30,0,2,7,29,8,2,20,14,3,0,76,0,2,1,,,,,186,0.75,0.75,0.75,0
239,MIN,Christian,Folin,5,24,2/9/91,Gothenburg,,SWE,75,214,R,,,,,D,26,0,4,2,4,-1,14,5,17,0.00,22745,14.6,43,529,20.3,25,4,0,0,0,46,7.3,38,6,30,4.7,10,1.6,4,0.6,11,3,1,0,0,0,80,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.9,0,0,0,5,0,0,9,2,0,0,3,0,1,0,Lower body,,,,88,0.6,0.725,0.343,0
242,NSH,Filip,Forsberg,9,21,8/13/94,Ostervala,,SWE,73,205,R,2012,1,11,,LW,82,33,31,14,64,1,247,128,115,0.13,93739,19.1,45.8,2048,25,115,4.4,2,7,0.222,101,3.9,114,4.4,41,1.6,52,2,72,2.8,47,16,1,1,0,0,203,6,2,0.33,5,0,3,2,3,0,1,6,3,0,20,0,0,0,29.4,3,7,17,101,20,2,19,49,10,2,145,7,7,3,,,,,186,0.833,0.894,1.461,0.7
245,DET,Johan,Franzen,93,36,12/23/79,Vetlanda,,SWE,76,232,L,2004,3,97,,RW,2,0,1,1,1,0,3,2,1,0.00,1554,13,42,37,18.5,1,2.3,0,1,0,0,0,3,6.9,0,0,0,0,0,0,2,1,0,0,0,0,5,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,1,1,0,0,1,0,0,1,0,0,0,Concussion,,,,186,5,3.955,3.955,0
246,ANA,Max,Friberg,14,23,11/20/92,Skovde,,SWE,71,200,R,2011,5,143,Y,RW,5,0,0,0,0,-1,1,3,2,0.00,2652,8.8,38.4,69,13.8,0,0,0,0,0,4,5.4,7,9.5,2,2.7,0,0,0,0,2,1,0,0,0,0,11,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,2,0,0,0,0,0,0,1,0,0,0,,,,,13,0.575,0.632,0.041,0
249,CGY,Michael,Frolik,67,27,2/17/88,Kladno,,CZE,73,194,L,2006,1,10,,RW,64,15,17,9,32,1,155,37,77,0.10,60706,15.8,40.9,1485,23.2,88,5.2,5,5,0.5,75,4.4,49,2.9,44,2.6,21,1.2,27,1.6,24,12,0,0,0,0,117,,, ,4,0,4,1,2,1,0,2,1,0,9,0,0,0,29.8,0,0,0,37,15,2,9,25,7,3,94,2,0,3,Lower body,Upper body,,,186,5.5,4.3,4.3,0
250,LAK,Marian,Gaborik,12,33,2/14/82,Trencin,,SVK,73,205,L,2000,1,3,,RW,54,12,10,7,22,-6,142,42,29,0.09,48420,14.9,46.2,1048,19.4,98,7.3,1,2,0.333,57,4.2,29,2.2,17,1.3,18,1.3,13,1,20,9,0,0,0,0,66,2,2,1,4,2,3,1,1,0,0,4,0,0,7,0,1,1,26.9,0,1,1,40,17,0,5,19,10,1,90,4,0,1,Knee,,,,186,6.075,4.875,4.875,0
254,WSH,Stanislav,Galiev,49,24,1/17/92,Moscow,,RUS,73,187,R,2010,3,86,Y,RW,24,0,3,3,3,2,30,16,10,0.00,13133,9.1,46.1,285,11.9,44,12.1,0,0,0,21,5.8,14,3.8,4,1.1,8,2.2,6,1.6,4,2,0,0,0,0,22,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8,0,1,3,12,2,0,2,3,0,0,23,0,0,0,,,,,186,0.575,0.575,0.575,0
273,BUF,Zemgus,Girgensons,28,22,1/5/94,Riga,,LVA,73,203,L,2012,1,14,,C,71,7,11,9,18,0,110,31,38,0.06,64054,15,44.5,1441,20.3,136,7.6,153,182,0.457,114,6.4,125,7,41,2.3,18,1,16,0.9,20,9,0,0,0,0,186,1,0,0,0,1,1,0,1,1,0,3,0,0,2,0,0,0,29.3,0,4,1,26,9,3,8,21,5,0,64,0,1,0,Lower body,Upper body,,,186,0.833,0.894,1.369,0.025
277,SJS,Nikolay,Goldobin,82,20,10/7/95,Moscow,,RUS,71,180,L,2014,1,27,Y,LW,9,1,1,1,2,1,7,6,3,0.14,6040,11.2,43.1,140,15.6,12,7.2,0,0,0,4,2.4,0,0,1,0.6,1,0.6,3,1.8,0,0,0,0,0,0,1,,, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.1,0,0,1,5,0,0,0,3,0,0,4,0,0,0,,,,,21,0.925,0.894,0.125,0.213
287,TOR,Michael,Grabner,40,28,10/5/87,Villach,,AUT,73,181,L,2006,1,14,,RW,80,9,9,5,18,-4,116,47,23,0.08,69452,14.5,38.2,1819,22.7,68,3.5,3,10,0.231,46,2.4,41,2.1,55,2.9,21,1.1,66,3.4,12,6,0,0,0,0,108,,, ,3,0,2,1,1,0,0,3,1,0,4,0,2,2,32.9,0,2,5,40,12,0,8,28,8,1,59,0,1,2,,,,,186,5,3,3,0
288,NYI,Mikhail,Grabovski,84,32,1/31/84,Potsdam,,DEU,71,186,L,2004,5,150,,C,58,9,16,7,25,3,83,41,34,0.11,49079,14.1,45.6,1077,18.6,74,5.4,221,242,0.477,95,7,28,2.1,26,1.9,34,2.5,28,2.1,33,9,1,0,1,0,88,,, ,2,1,2,0,1,0,0,1,1,0,6,0,1,1,25.4,0,1,4,36,10,0,6,11,8,2,46,3,2,0,Undisclosed,Upper body,,,372,5,5,5,0
290,NSH,Petter,Granberg,8,23,8/27/92,Gallivare,,SWE,75,200,R,2010,4,116,Y,D,27,0,2,2,2,1,12,5,5,0.00,22226,13.7,42.5,523,19.4,25,4,0,0,0,30,4.9,48,7.8,26,4.2,7,1.1,0,0,13,4,1,0,0,0,88,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3,0,0,0,5,0,0,4,1,0,0,7,0,0,0,,,,,186,0.6,0.6,0.483,0
291,VAN,Markus,Granlund,60,22,4/16/93,Oulu,,FIN,72,178,L,2011,2,45,,C,47,6,4,4,10,-4,56,28,29,0.11,38881,13.8,41.4,939,20,41,3.8,202,270,0.428,37,3.4,31,2.9,23,2.1,11,1,19,1.8,14,7,0,0,0,0,68,1,0,0,2,1,1,1,0,0,0,1,0,0,5,0,0,0,26.5,0,0,9,19,3,1,7,10,5,0,30,1,0,0,Upper body,,,,142,0.792,0.767,0.706,0.266
292,MIN,Mikael,Granlund,64,23,2/26/92,Oulu,,FIN,70,184,L,2010,1,9,,C,82,13,31,25,44,-12,160,51,61,0.08,89148,18.1,48.1,1855,22.6,330,13.3,528,557,0.487,148,6,86,3.5,57,2.3,40,1.6,51,2.1,20,10,0,0,0,0,163,,, ,0,0,3,2,1,0,0,2,0,0,10,0,0,0,29.7,0,0,5,46,9,2,12,19,5,3,110,3,1,3,,,,,186,2.8,3,3,0
303,COL,Mikhail,Grigorenko,25,21,5/16/94,Khabarovsk,,RUS,75,209,L,2012,1,12,,C,74,6,21,13,27,2,84,32,27,0.07,58904,13.3,46.8,1258,17,125,7.6,151,198,0.433,73,4.5,23,1.4,39,2.4,18,1.1,21,1.3,8,4,0,0,0,0,70,,, ,2,0,0,0,1,0,0,0,0,0,5,0,0,0,33.2,0,2,2,28,11,3,7,10,3,0,50,0,0,1,Illness,,,,186,0.675,0.675,0.675,0
305,ARI,Nicklas,Grossmann,2,31,1/22/85,Stockholm,,SWE,76,230,L,2004,2,56,,D,58,3,4,2,7,-3,42,17,32,0.07,61895,17.8,40.9,1513,26.1,33,1.9,0,0,0,69,4,106,6.2,73,4.2,21,1.2,3,0.2,24,12,0,0,0,0,203,,, ,1,0,1,0,0,0,0,1,0,0,2,0,0,0,64.4,0,1,1,15,1,0,16,2,0,0,23,1,0,0,Lower body,Illness,,,372,3.5,3.5,3.5,0
307,PHI,Radko,Gudas,3,25,6/5/90,Prague,,CZE,72,204,R,2010,3,66,,D,76,5,9,5,14,-3,150,68,122,0.03,90487,19.8,46.6,1940,25.5,86,3.4,0,0,0,146,5.8,304,12.1,157,6.2,57,2.3,11,0.4,116,32,4,1,1,1,581,,, ,1,0,1,0,0,0,3,1,0,0,1,0,0,0,59.4,0,0,5,63,2,0,61,38,1,0,48,1,0,1,,,,,186,1.4,0.992,0.992,0
310,STL,Carl,Gunnarsson,4,29,11/9/86,Orebro,,SWE,74,196,L,2007,7,194,,D,72,3,6,2,9,7,51,25,40,0.06,75080,17.4,41.6,1806,25.1,25,1.2,0,0,0,118,5.7,67,3.2,119,5.7,23,1.1,14,0.7,31,13,1,0,0,0,218,,, ,0,0,0,0,0,0,1,0,1,0,1,0,0,0,50,0,0,1,24,0,0,17,4,2,0,28,0,0,2,Lower body,Upper body,Arm,,372,3.45,3.15,3.15,0
311,CHI,Erik,Gustafsson,52,23,3/14/92,Nynashamn,,SWE,72,176,L,2012,4,93,Y,D,41,0,14,7,14,11,58,24,48,0.00,38006,15.4,44,864,21.1,77,7.3,0,0,0,71,6.7,29,2.7,37,3.5,12,1.1,9,0.9,4,2,0,0,0,0,70,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.2,0,0,1,23,0,1,34,2,0,0,21,0,0,0,Lower body,,,,120,0.667,0.667,0.431,0
312,PIT,Carl,Hagelin,62,27,8/23/88,Sodertalje,,SWE,71,186,L,2007,6,168,,LW,80,14,25,15,39,8,178,58,61,0.08,75393,15.7,41.8,1803,22.5,179,8.5,6,8,0.429,109,5.2,84,4,33,1.6,35,1.7,30,1.4,32,16,0,0,0,0,149,,, ,1,0,6,0,5,0,1,3,1,0,4,0,0,0,26.9,0,4,10,44,28,0,16,23,9,8,94,4,2,3,Undisclosed,,,,186,5,4,4,0
323,CBJ,Markus,Hannikainen,33,22,3/26/93,Helsinki,,FIN,74,189,L,,,,Y,LW,4,0,0,0,0,-2,3,0,0,0.00,1715,7.1,35.7,48,12,0,0,0,0,0,9,18.9,7,14.7,0,0,0,0,1,2.1,0,0,0,0,0,0,7,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,Shoulder,,,,56,0.693,0.718,0.216,0
324,VAN,Jannik,Hansen,36,29,3/15/86,Rafadovre,,DNK,73,195,R,2004,9,287,,RW,67,22,16,12,38,16,117,39,34,0.19,66065,16.4,44.2,1494,22.3,98,5.3,6,15,0.286,36,2,39,2.1,19,1,24,1.3,25,1.4,32,15,0,0,0,0,90,2,0,0,4,1,5,0,4,1,4,3,1,0,9,0,0,0,32,0,3,4,32,15,4,27,10,3,0,58,3,5,1,Undisclosed,Upper body,,,186,2.5,2.5,2.5,0
325,ARI,Martin,Hanzal,11,28,2/20/87,Pisek,,CZE,78,226,L,2005,1,17,,C,64,13,28,14,41,-5,141,61,41,0.09,68342,17.8,46.4,1474,23,119,6.3,586,461,0.56,65,3.4,126,6.6,28,1.5,21,1.1,27,1.4,77,30,1,0,1,0,232,,, ,4,0,2,0,3,1,1,1,2,0,5,0,0,0,26.7,0,1,4,56,27,5,11,11,12,3,72,3,0,2,Upper body,Lower body,,,186,3.5,3.1,3.1,0
331,MIN,Erik,Haula,56,24,3/23/91,Pori,,FIN,72,193,L,2009,7,182,,C,76,14,20,13,34,21,99,27,37,0.14,58036,12.7,40.9,1418,18.7,100,6.2,416,365,0.533,65,4,57,3.5,55,3.4,13,0.8,34,2.1,24,12,0,0,0,0,136,,, ,4,0,2,2,4,0,0,3,0,0,6,0,0,0,31.8,0,0,1,26,13,1,8,12,4,1,60,4,1,2,Undisclosed,Illness,,,186,0.95,1,1,0
332,STL,Martin,Havlat,29,34,4/19/81,Mlada Boleslav,,CZE,74,210,L,1999,1,26,,RW,2,1,0,0,1,0,3,1,0,0.33,1307,10.9,40.8,32,16,0,0,0,0,0,3,8.3,1,2.8,0,0,0,0,3,8.3,0,0,0,0,0,0,1,,, ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,25.3,0,0,0,1,1,0,0,1,0,0,1,0,1,0,,,,,194,0.6,0.6,0.026,0
335,TBL,Victor,Hedman,77,25,12/18/90,Ornskoldsvik,,SWE,78,223,L,2009,1,2,,D,78,10,37,22,47,21,180,88,139,0.06,107950,23.1,52.7,2047,26.2,202,6.7,0,0,0,139,4.6,62,2.1,132,4.4,62,2.1,48,1.6,46,18,0,1,0,0,240,1,0,0,2,0,0,2,2,0,2,2,1,0,3,0,0,0,52.9,1,5,7,75,7,1,76,11,1,0,85,3,2,5,Upper body,Undisclosed,,,186,5.75,4,4,0
338,DAL,Ales,Hemsky,83,32,8/13/83,Pardubice,,CZE,72,185,R,2001,1,13,,RW,75,13,26,16,39,3,155,40,70,0.08,58969,13.1,40.2,1468,19.6,145,8.9,2,4,0.333,93,5.7,25,1.5,26,1.6,36,2.2,22,1.3,20,10,0,0,0,0,71,,, ,3,0,0,1,1,0,0,0,0,1,11,0,0,0,28.7,0,0,5,35,12,0,12,5,1,4,121,0,3,0,Lower body,Hip,,,186,4,4,4,0
341,SJS,Tomas,Hertl,48,22,11/12/93,Praha,,CZE,74,210,L,2012,1,17,,C,81,21,25,12,46,16,202,66,80,0.10,77629,16,43.5,1784,22,124,5.8,256,201,0.56,109,5.1,90,4.2,60,2.8,41,1.9,35,1.6,26,13,0,0,0,0,176,,, ,2,1,3,0,3,3,1,2,4,0,8,0,0,0,23.2,2,3,11,50,29,7,13,21,17,13,102,3,5,2,Lower body,,,,186,0.925,0.925,1.35,0.425
345,CHI,Niklas,Hjalmarsson,4,28,6/6/87,Eksjo,,SWE,75,197,L,2005,4,108,,D,81,2,22,7,24,13,77,36,71,0.03,108758,22.4,43.7,2491,30.8,38,1.3,0,0,0,200,6.6,32,1.1,151,5,65,2.2,31,1,32,16,0,0,0,0,215,,, ,1,0,0,0,0,0,1,0,0,0,1,0,0,0,47.5,0,1,2,33,6,0,42,5,0,0,24,0,0,1,,,,,186,4.2,4.1,4.1,0
351,ANA,Korbinian,Holzer,5,27,2/16/88,Munich,,DEU,75,215,R,2006,4,111,,D,29,0,3,3,3,-3,17,11,14,0.00,25672,14.8,46.9,547,18.9,40,5.6,0,0,0,37,5.2,57,8,32,4.5,8,1.1,2,0.3,10,5,0,0,0,0,99,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1,0,0,0,11,0,0,8,1,1,0,7,0,0,0,Illness,,,,175,0.75,0.75,0.706,0
353,PIT,Patric,Hornqvist,72,29,1/1/87,Sollentuna,,SWE,71,189,R,2005,7,230,,RW,82,22,29,15,51,15,257,71,64,0.09,82896,16.8,44.3,1871,22.8,163,7.1,5,3,0.625,192,8.3,160,6.9,54,2.3,8,0.3,28,1.2,36,18,0,0,0,0,250,,, ,5,0,3,0,3,0,1,3,8,0,7,0,0,0,25.8,0,6,8,57,23,3,19,29,30,5,148,2,5,3,,,,,186,4.25,4.25,4.25,0
355,CHI,Marian,Hossa,81,37,1/12/79,Staraif Lubovna,,SVK,73,207,L,1997,1,12,,RW,64,13,20,14,33,10,191,40,76,0.07,66284,17.3,43,1542,24.1,170,9.2,0,2,0,75,4.1,37,2,33,1.8,25,1.4,44,2.4,24,12,0,0,0,0,94,,, ,2,1,2,1,0,1,2,4,0,0,6,0,0,0,27.1,1,1,6,32,11,1,22,31,4,2,120,3,2,3,Lower body,Illness,Leg,Upper body,186,7.9,5.275,5.275,0
357,NYR,Marek,Hrivik,56,24,8/28/91,Cadca,,SVK,74,205,R,,,,Y,RW,5,0,1,0,1,3,3,0,2,0.00,3215,10.7,38.7,83,16.6,0,0,3,2,0.6,5,5.6,6,6.7,1,1.1,3,3.4,0,0,0,0,0,0,0,0,7,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,0,0,0,0,1,0,0,0,0,0,2,0,0,0,,,,,9,0.575,0.575,0.028,0
359,FLA,Jiri,Hudler,24,32,1/4/84,Olomouc,,CZE,70,183,L,2002,2,58,,RW,72,16,30,17,46,-1,109,35,36,0.15,68080,15.8,42.6,1598,22.2,142,7.5,11,15,0.423,33,1.7,28,1.5,7,0.4,25,1.3,23,1.2,27,11,1,0,0,0,63,1,1,1,3,0,1,0,3,0,1,0,1,0,11,0,0,0,25.3,1,2,4,28,24,1,23,7,10,1,43,0,5,0,Groin,Lower body,Illness,,186,4,4,4,0
369,FLA,Jaromir,Jagr,68,43,2/15/72,Kladno,,CZE,75,230,L,1990,1,5,,RW,79,27,39,21,66,23,143,67,44,0.19,80936,17.1,50.1,1616,20.5,166,7.4,0,1,0,58,2.6,31,1.4,16,0.7,44,2,33,1.5,48,23,0,0,0,0,95,,, ,7,0,4,1,1,0,4,3,2,0,17,0,0,0,23.7,0,4,3,60,17,2,16,17,7,2,82,7,6,5,Flu,Lower body,,,186,3.5,3.5,5.405,1.905
370,DAL,Mattias,Janmark,13,23,12/8/92,Stockholm,,SWE,73,195,L,2013,3,79,Y,C,73,15,14,10,29,12,108,51,53,0.14,62077,14.2,43.2,1437,19.7,113,6.6,94,166,0.362,88,5.1,4,0.2,21,1.2,36,2.1,26,1.5,16,8,0,0,0,0,41,,, ,4,1,3,0,2,1,0,1,0,1,10,0,0,0,24.6,0,1,2,48,17,2,7,8,4,2,68,2,2,1,Upper body,,,,186,0.675,0.734,0.8,0
371,NSH,Calle,Jarnkrok,19,24,9/25/91,Gafavle,,SWE,71,186,R,2010,2,51,,C,81,16,14,6,30,1,125,36,32,0.13,78418,16.1,41.8,1878,23.2,68,3.1,366,433,0.458,101,4.6,35,1.6,24,1.1,19,0.9,32,1.5,14,7,0,0,0,0,73,,, ,2,0,4,1,0,0,2,3,5,0,6,0,0,0,28.4,0,4,7,25,1,2,15,17,15,0,75,0,1,2,Illness,,,,186,0.735,0.735,0.735,0
372,STL,Dmitrij,Jaskin,23,22,3/23/93,Omsk,,RUS,74,217,L,2011,2,41,,RW,65,4,9,5,13,3,92,30,37,0.04,46251,11.9,42,1100,16.9,83,6.5,8,20,0.286,93,7.2,126,9.8,16,1.2,8,0.6,21,1.6,26,13,0,0,0,0,168,3,1,0.33,2,0,1,0,0,0,0,0,0,0,4,0,0,0,25,0,0,5,25,12,1,7,9,9,5,49,0,1,0,,,,,157,0.775,0.775,0.755,0
376,WSH,Marcus,Johansson,90,25,10/6/90,Landskrona,,SWE,73,209,L,2009,1,24,,LW,74,17,29,18,46,12,132,44,37,0.13,73880,16.6,50.6,1460,19.7,169,8.2,128,150,0.46,116,5.7,38,1.9,24,1.2,39,1.9,35,1.7,16,8,0,0,0,0,78,,, ,1,0,7,1,0,2,1,1,5,0,8,0,0,0,24.7,2,0,4,38,6,4,11,17,15,2,77,1,3,3,Illness,Upper body,Lower body,,186,3.75,3.75,3.75,0
383,FLA,Jussi,Jokinen,36,32,4/1/83,Kalajoki,,FIN,71,198,L,2001,6,192,,LW,81,18,42,24,60,25,153,44,51,0.12,88896,18.3,46.4,1917,23.7,192,7.8,135,127,0.515,61,2.5,43,1.7,50,2,47,1.9,31,1.3,42,16,0,1,0,0,135,2,1,0.5,6,0,1,2,0,0,2,3,3,0,10,0,0,0,37.3,0,2,3,39,11,1,20,24,10,0,87,1,5,2,Lower body,,,,186,4,4,4,0
384,CGY,Jyrki,Jokipakka,3,24,8/20/91,Tampere,,FIN,75,215,L,2011,7,195,,D,58,2,10,6,12,4,45,14,39,0.04,54145,15.6,43.5,1245,21.5,62,4.1,0,0,0,92,6.1,69,4.6,66,4.4,35,2.3,14,0.9,14,7,0,0,0,0,149,,, ,0,0,1,0,0,0,1,0,1,0,0,0,0,0,55,0,1,1,12,2,0,17,6,1,0,19,0,1,0,Undisclosed,Lower body,,,186,0.9,0.9,0.9,0
388,CAR,Michal,Jordan,47,25,7/17/90,Zlin,,CZE,73,195,L,2008,4,105,,D,36,1,0,0,1,-5,36,13,27,0.03,32768,15.2,44.3,739,20.5,0,0,0,0,0,59,6.5,24,2.6,34,3.7,8,0.9,6,0.7,12,6,0,0,0,0,70,,, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52.2,0,0,1,12,1,0,11,7,0,1,16,0,0,1,,,,,186,0.625,0.625,0.625,0
389,NJD,Jacob,Josefson,16,24,3/2/91,Stockholm,,SWE,72,190,L,2009,1,20,,C,58,4,10,3,14,-21,86,34,27,0.05,54017,15.5,41.6,1298,22.4,72,4.8,323,344,0.484,90,6,67,4.5,40,2.7,18,1.2,19,1.3,20,10,0,0,0,0,127,7,3,0.43,1,0,1,0,0,0,2,1,0,0,1,0,0,0,28.2,1,0,3,30,8,1,4,39,10,0,24,0,0,1,Upper body,Illness,Foot,,186,0.8,0.8,0.8,0
390,NSH,Roman,Josi,59,25,6/1/90,Bern,,CHE,73,201,L,2008,2,38,,D,81,14,47,33,61,-3,198,73,127,0.07,123853,25.5,51.2,2418,29.9,314,9.1,0,0,0,119,3.5,59,1.7,185,5.4,43,1.2,21,0.6,43,19,1,0,0,0,288,1,0,0,2,1,3,2,0,0,3,3,1,0,7,0,0,0,43.5,1,2,14,56,19,1,67,21,1,1,88,4,5,4,,,,,186,4,4,4,0
391,DET,Tomas,Jurco,26,23,12/28/92,Kosice,,SVK,73,203,L,2011,2,35,,RW,44,4,2,2,6,-6,43,15,18,0.09,24243,9.2,41.2,589,13.4,32,4.8,1,0,1,34,5,50,7.4,4,0.6,7,1,6,0.9,16,8,0,0,0,0,70,,, ,1,0,0,0,2,0,0,1,0,0,1,0,1,1,24.3,0,1,1,13,6,0,2,11,0,2,22,0,0,0,Upper body,,,,186,0.85,0.9,0.9,0
393,NJD,Sergey,Kalinin,51,24,3/17/91,Omsk,,RUS,75,200,L,,,,Y,C,78,8,7,3,15,-9,70,30,22,0.11,62366,13.3,45.4,1374,17.6,46,2.7,134,188,0.416,78,4.5,146,8.4,30,1.7,17,1,25,1.4,33,13,1,0,0,0,210,,, ,0,0,2,0,0,0,1,1,2,0,4,0,0,0,20.4,0,2,1,27,12,1,2,18,7,1,29,1,3,0,Illness,,,,185,0.925,0.925,0.92,0
397,TOR,Kasperi,Kapanen,37,19,7/23/96,Kuopio,,FIN,72,178,R,2014,1,22,Y,RW,9,0,0,0,0,-3,14,3,6,0.00,7981,14.8,45.9,174,19.3,0,0,0,0,0,13,5.9,10,4.5,1,0.5,1,0.5,4,1.8,2,1,0,0,0,0,13,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1,0,0,1,2,1,0,1,3,0,0,9,0,0,0,,,,,14,0.925,0.894,0.067,0
398,OTT,Erik,Karlsson,65,25,5/31/90,Landsbro,,SWE,72,191,R,2008,1,15,,D,82,16,66,35,82,-2,248,132,206,0.07,142555,29,64.2,2221,27.1,303,7.7,0,1,0,147,3.7,84,2.1,175,4.4,96,2.4,61,1.5,50,25,0,0,0,0,309,1,0,0,4,2,3,0,1,0,6,4,0,0,5,0,0,0,50.1,2,3,16,111,7,0,115,29,1,0,96,7,4,6,,,,,186,7,6.5,6.5,0
